tslot,hour,day,month,year,tmpr,windSpd,windDir,cloudCov,mwh
1211.0,11.0,2.0,9.0,2008.0,9.9,2.25,244.0,0.147,6035.304007609891
1212.0,12.0,2.0,9.0,2008.0,11.0,2.38,225.0,0.35,16962.676891413623
1213.0,13.0,2.0,9.0,2008.0,13.7,1.62,225.0,0.317,23771.775907095576
1214.0,14.0,2.0,9.0,2008.0,17.1,1.65,179.0,0.147,24466.77897612244
1215.0,15.0,2.0,9.0,2008.0,19.5,1.44,225.0,0.444,34458.38819349914
1216.0,16.0,2.0,9.0,2008.0,21.8,2.08,225.0,0.531,36984.57198912117
1217.0,17.0,2.0,9.0,2008.0,23.7,2.95,130.0,0.501,38631.02463627049
1218.0,18.0,2.0,9.0,2008.0,24.8,3.03,225.0,0.751,42680.285863443256
1219.0,19.0,2.0,9.0,2008.0,25.4,3.15,225.0,0.739,40605.92025816513
1220.0,20.0,2.0,9.0,2008.0,25.7,3.82,107.0,0.688,41435.03140304978
1221.0,21.0,2.0,9.0,2008.0,25.7,3.36,225.0,0.675,36927.14368480822
1222.0,22.0,2.0,9.0,2008.0,25.2,3.47,225.0,0.644,38324.73101957374
1223.0,23.0,2.0,9.0,2008.0,23.9,4.41,146.0,0.642,33500.53489035457
1224.0,0.0,3.0,9.0,2008.0,22.3,3.16,225.0,0.622,26478.534164513185
1225.0,1.0,3.0,9.0,2008.0,20.2,3.4,225.0,0.623,38153.84577158197
1226.0,2.0,3.0,9.0,2008.0,18.3,3.68,177.0,0.642,36763.244950434564
1227.0,3.0,3.0,9.0,2008.0,16.7,4.1,225.0,0.674,34898.947380377125
1228.0,4.0,3.0,9.0,2008.0,15.8,4.15,225.0,0.718,40243.62659626763
1229.0,5.0,3.0,9.0,2008.0,14.9,4.58,197.0,0.778,39252.02634292949
1230.0,6.0,3.0,9.0,2008.0,13.9,4.91,225.0,0.648,35886.526501492124
1231.0,7.0,3.0,9.0,2008.0,13.3,4.55,225.0,0.707,34158.67154080185
1232.0,8.0,3.0,9.0,2008.0,12.4,3.98,216.0,0.778,30402.455909220673
1233.0,9.0,3.0,9.0,2008.0,11.5,3.44,225.0,0.648,32655.56064169528
1234.0,10.0,3.0,9.0,2008.0,11.3,2.56,225.0,0.702,26575.654148060104
1235.0,11.0,3.0,9.0,2008.0,11.7,3.25,234.0,0.75,21978.139412328735
1236.0,12.0,3.0,9.0,2008.0,13.0,3.09,225.0,0.667,15085.593350244766
1237.0,13.0,3.0,9.0,2008.0,15.5,2.67,225.0,0.726,33902.498283339024
1238.0,14.0,3.0,9.0,2008.0,18.0,2.64,226.0,0.75,38260.51426639871
1239.0,15.0,3.0,9.0,2008.0,20.1,3.33,225.0,0.602,40752.04086580746
1240.0,16.0,3.0,9.0,2008.0,22.1,3.08,225.0,0.587,41765.497353920306
1241.0,17.0,3.0,9.0,2008.0,23.7,3.34,217.0,0.539,44189.49246363878
1242.0,18.0,3.0,9.0,2008.0,24.4,3.96,225.0,0.61,45886.4140802229
1243.0,19.0,3.0,9.0,2008.0,25.0,3.52,225.0,0.556,41380.148326613584
1244.0,20.0,3.0,9.0,2008.0,23.7,2.45,208.0,0.279,40120.60982350481
1245.0,21.0,3.0,9.0,2008.0,25.2,5.03,45.0,0.65,36390.656254013484
1246.0,22.0,3.0,9.0,2008.0,24.8,4.01,45.0,0.654,37881.271192205335
1247.0,23.0,3.0,9.0,2008.0,22.3,1.96,30.0,0.461,34139.48190199894
1248.0,0.0,4.0,9.0,2008.0,20.5,1.53,45.0,0.326,48866.94267390525
1249.0,1.0,4.0,9.0,2008.0,18.7,1.78,45.0,0.261,41218.027487233856
1250.0,2.0,4.0,9.0,2008.0,17.0,2.41,279.0,0.214,43195.6436589029
1251.0,3.0,4.0,9.0,2008.0,15.5,2.9,225.0,0.181,43189.94737640464
1252.0,4.0,4.0,9.0,2008.0,14.6,3.68,225.0,0.192,47280.77962087471
1253.0,5.0,4.0,9.0,2008.0,14.0,4.36,233.0,0.218,49830.18527241312
1254.0,6.0,4.0,9.0,2008.0,13.2,4.57,225.0,0.194,49163.298888922305
1255.0,7.0,4.0,9.0,2008.0,12.5,4.59,225.0,0.206,44096.844625671445
1256.0,8.0,4.0,9.0,2008.0,11.8,4.55,223.0,0.218,25585.147594746355
1257.0,9.0,4.0,9.0,2008.0,11.0,4.63,225.0,0.182,23166.17540694565
1258.0,10.0,4.0,9.0,2008.0,10.6,4.63,225.0,0.145,8227.447724830243
1259.0,11.0,4.0,9.0,2008.0,11.1,3.2,223.0,0.099,19347.43764559437
1260.0,12.0,4.0,9.0,2008.0,12.9,4.52,225.0,0.183,17455.217889496605
1261.0,13.0,4.0,9.0,2008.0,15.4,4.38,225.0,0.112,28581.283246515733
1262.0,14.0,4.0,9.0,2008.0,19.0,4.71,215.0,0.099,34379.9751363871
1263.0,15.0,4.0,9.0,2008.0,20.9,3.78,225.0,0.33,33635.26106914062
1264.0,16.0,4.0,9.0,2008.0,23.1,3.33,225.0,0.404,40615.663834842904
1265.0,17.0,4.0,9.0,2008.0,27.5,6.59,232.0,0.493,40055.19174112019
1266.0,18.0,4.0,9.0,2008.0,25.8,3.63,225.0,0.474,41859.40541330863
1267.0,19.0,4.0,9.0,2008.0,26.4,4.55,225.0,0.465,34799.38668682771
1268.0,20.0,4.0,9.0,2008.0,29.7,7.6,239.0,0.493,41419.738131373866
1269.0,21.0,4.0,9.0,2008.0,26.5,5.39,225.0,0.476,43830.62179161808
1270.0,22.0,4.0,9.0,2008.0,25.9,5.48,225.0,0.51,50690.71031843872
1271.0,23.0,4.0,9.0,2008.0,27.3,6.2,253.0,0.613,53341.67951807482
1272.0,0.0,5.0,9.0,2008.0,24.7,5.49,225.0,0.611,50320.37016275565
1273.0,1.0,5.0,9.0,2008.0,21.5,4.81,225.0,0.647,50995.248194370586
1274.0,2.0,5.0,9.0,2008.0,18.6,4.13,258.0,0.613,45143.15717687299
1275.0,3.0,5.0,9.0,2008.0,16.4,3.49,45.0,0.433,42935.99947287028
1276.0,4.0,5.0,9.0,2008.0,14.9,2.89,45.0,0.286,48205.17159184203
1277.0,5.0,5.0,9.0,2008.0,13.6,2.53,6.0,0.167,47482.023405914944
1278.0,6.0,5.0,9.0,2008.0,12.4,2.79,45.0,0.169,44617.17256279867
1279.0,7.0,5.0,9.0,2008.0,11.2,2.97,225.0,0.149,44724.57278267763
1280.0,8.0,5.0,9.0,2008.0,10.0,3.18,217.0,0.156,36687.87016490998
1281.0,9.0,5.0,9.0,2008.0,9.1,3.42,225.0,0.162,36989.52583154784
1282.0,10.0,5.0,9.0,2008.0,8.6,3.38,225.0,0.194,33464.56437181027
1283.0,11.0,5.0,9.0,2008.0,9.0,3.15,254.0,0.218,34209.18565021062
1284.0,12.0,5.0,9.0,2008.0,10.7,2.85,225.0,0.227,26822.43225730157
1285.0,13.0,5.0,9.0,2008.0,13.1,2.43,45.0,0.224,22419.171288851416
1286.0,14.0,5.0,9.0,2008.0,15.8,2.03,291.0,0.218,24287.059527889
1287.0,15.0,5.0,9.0,2008.0,18.8,1.71,45.0,0.216,27374.611028932995
1288.0,16.0,5.0,9.0,2008.0,20.8,1.59,45.0,0.217,41453.34777663411
1289.0,17.0,5.0,9.0,2008.0,22.3,1.6,355.0,0.219,44636.57286530891
1290.0,18.0,5.0,9.0,2008.0,23.9,1.65,45.0,0.222,43916.659582536464
1291.0,19.0,5.0,9.0,2008.0,24.2,1.82,45.0,0.221,36176.96112425071
1292.0,20.0,5.0,9.0,2008.0,24.1,2.14,58.0,0.219,48219.061861762755
1293.0,21.0,5.0,9.0,2008.0,24.6,2.59,45.0,0.218,49462.79493983536
1294.0,22.0,5.0,9.0,2008.0,23.8,3.01,45.0,0.217,50486.50324886755
1295.0,23.0,5.0,9.0,2008.0,22.4,3.23,85.0,0.221,50938.59061315817
1296.0,0.0,6.0,9.0,2008.0,20.4,3.15,225.0,0.231,45640.492969175895
1297.0,1.0,6.0,9.0,2008.0,18.0,2.91,225.0,0.235,47767.64904116402
1298.0,2.0,6.0,9.0,2008.0,15.9,2.7,201.0,0.221,45203.8453652752
1299.0,3.0,6.0,9.0,2008.0,14.3,2.68,225.0,0.178,45739.73903698434
1300.0,4.0,6.0,9.0,2008.0,13.2,2.78,225.0,0.125,49696.09064534549
1301.0,5.0,6.0,9.0,2008.0,12.4,2.9,236.0,0.083,52214.737013926875
1302.0,6.0,6.0,9.0,2008.0,11.5,2.96,225.0,0.067,42577.550639682806
1303.0,7.0,6.0,9.0,2008.0,10.6,2.98,225.0,0.072,42420.77579094788
1304.0,8.0,6.0,9.0,2008.0,9.6,3.01,245.0,0.083,36772.64666604712
1305.0,9.0,6.0,9.0,2008.0,8.6,3.08,225.0,0.089,27556.917186902665
1306.0,10.0,6.0,9.0,2008.0,8.2,3.1,225.0,0.089,22001.123491600578
1307.0,11.0,6.0,9.0,2008.0,8.8,2.95,259.0,0.083,10643.830236108239
1308.0,12.0,6.0,9.0,2008.0,10.8,2.56,225.0,0.073,24212.979180067618
1309.0,13.0,6.0,9.0,2008.0,13.7,2.04,225.0,0.069,25351.761538355564
1310.0,14.0,6.0,9.0,2008.0,17.0,1.54,217.0,0.083,29495.30211166177
1311.0,15.0,6.0,9.0,2008.0,20.0,1.21,225.0,0.121,37214.720922829445
1312.0,16.0,6.0,9.0,2008.0,22.6,1.14,45.0,0.17,42926.51352916462
1313.0,17.0,6.0,9.0,2008.0,24.5,1.4,50.0,0.208,56896.44478663968
1314.0,18.0,6.0,9.0,2008.0,25.7,2.0,45.0,0.222,51986.817339119065
1315.0,19.0,6.0,9.0,2008.0,26.4,2.66,45.0,0.217,49597.222672345655
1316.0,20.0,6.0,9.0,2008.0,26.6,3.01,81.0,0.208,48708.18081339881
1317.0,21.0,6.0,9.0,2008.0,26.5,2.82,45.0,0.203,52148.88132420865
1318.0,22.0,6.0,9.0,2008.0,25.9,2.37,45.0,0.204,53186.236566469335
1319.0,23.0,6.0,9.0,2008.0,24.6,2.09,84.0,0.208,52406.009474045255
1320.0,0.0,7.0,9.0,2008.0,22.5,2.24,225.0,0.213,56041.58508820304
1321.0,1.0,7.0,9.0,2008.0,20.0,2.65,225.0,0.214,49656.87159136645
1322.0,2.0,7.0,9.0,2008.0,17.8,2.83,214.0,0.229,49822.972700819606
1323.0,3.0,7.0,9.0,2008.0,16.0,3.01,225.0,0.191,55799.069058549234
1324.0,4.0,7.0,9.0,2008.0,14.8,2.82,225.0,0.17,53214.54080167925
1325.0,5.0,7.0,9.0,2008.0,13.8,4.51,209.0,0.062,52047.48838584184
1326.0,6.0,7.0,9.0,2008.0,12.9,2.37,225.0,0.146,45729.09024518245
1327.0,7.0,7.0,9.0,2008.0,12.0,2.36,225.0,0.147,41953.20027082673
1328.0,8.0,7.0,9.0,2008.0,11.0,4.58,216.0,0.062,31100.235037469574
1329.0,9.0,7.0,9.0,2008.0,10.1,3.06,225.0,0.157,20419.713434002588
1330.0,10.0,7.0,9.0,2008.0,9.6,3.54,225.0,0.158,16407.96901131032
1331.0,11.0,7.0,9.0,2008.0,10.0,4.18,234.0,0.017,8443.284885358255
1332.0,12.0,7.0,9.0,2008.0,12.1,3.41,225.0,0.14,9552.859436570972
1333.0,13.0,7.0,9.0,2008.0,14.9,2.84,225.0,0.134,6523.0229756009285
1334.0,14.0,7.0,9.0,2008.0,18.2,2.74,243.0,0.017,26350.753791061194
1335.0,15.0,7.0,9.0,2008.0,21.0,2.19,225.0,0.205,34501.62443531406
1336.0,16.0,7.0,9.0,2008.0,23.4,2.31,225.0,0.27,43541.3857192601
1337.0,17.0,7.0,9.0,2008.0,26.4,1.03,266.0,0.178,56229.63976647961
1338.0,18.0,7.0,9.0,2008.0,26.5,2.88,225.0,0.337,56338.35123112936
1339.0,19.0,7.0,9.0,2008.0,27.1,3.14,225.0,0.331,50929.22596153455
1340.0,20.0,7.0,9.0,2008.0,29.4,1.98,82.0,0.316,50103.20283780343
1341.0,21.0,7.0,9.0,2008.0,27.0,3.27,225.0,0.322,49352.497083121634
1342.0,22.0,7.0,9.0,2008.0,26.3,3.18,225.0,0.326,49677.93621198046
1343.0,23.0,7.0,9.0,2008.0,26.9,1.44,117.0,0.161,48210.13397499927
1344.0,0.0,1.0,9.0,2008.0,24.2,1.76,225.0,0.337,49165.35249638341
1345.0,1.0,1.0,9.0,2008.0,21.7,2.38,225.0,0.248,50588.676455139204
1346.0,2.0,1.0,9.0,2008.0,19.4,3.06,224.0,0.161,48132.231216179665
1347.0,3.0,1.0,9.0,2008.0,17.8,3.61,225.0,0.288,45004.57527043678
1348.0,4.0,1.0,9.0,2008.0,16.3,4.0,225.0,0.156,48820.318733602704
1349.0,5.0,1.0,9.0,2008.0,15.2,4.26,239.0,0.051,49820.50163621197
1350.0,6.0,1.0,9.0,2008.0,14.7,4.42,225.0,0.092,46973.36034609552
1351.0,7.0,1.0,9.0,2008.0,13.4,4.49,225.0,0.062,38001.4665936318
1352.0,8.0,1.0,9.0,2008.0,12.2,4.49,232.0,0.051,32896.27822493121
1353.0,9.0,1.0,9.0,2008.0,12.0,4.44,225.0,0.132,14851.158993698118
1354.0,10.0,1.0,9.0,2008.0,11.0,4.31,225.0,0.098,16934.754409405265
1355.0,11.0,1.0,9.0,2008.0,10.4,4.1,238.0,0.139,26153.717916175767
1356.0,12.0,1.0,9.0,2008.0,14.2,3.65,225.0,0.111,27492.526910159824
1357.0,13.0,1.0,9.0,2008.0,16.6,3.15,225.0,0.074,11334.875405980813
1358.0,14.0,1.0,9.0,2008.0,18.1,2.38,253.0,0.139,34905.3612496876
1359.0,15.0,1.0,9.0,2008.0,23.0,2.14,225.0,0.165,38747.71210242137
1360.0,16.0,1.0,9.0,2008.0,25.3,1.71,45.0,0.191,44210.377000134875
1361.0,17.0,1.0,9.0,2008.0,26.0,2.88,17.0,0.346,57578.39552803063
1362.0,18.0,1.0,9.0,2008.0,28.3,1.09,45.0,0.497,52626.955257874644
1363.0,19.0,1.0,9.0,2008.0,28.9,1.03,45.0,0.444,51458.41125614751
1364.0,20.0,1.0,9.0,2008.0,28.9,3.79,49.0,0.582,46662.6881020238
1365.0,21.0,1.0,9.0,2008.0,28.9,1.89,45.0,0.506,42083.044744367646
1366.0,22.0,1.0,9.0,2008.0,28.2,2.59,45.0,0.538,45280.88776975367
1367.0,23.0,1.0,9.0,2008.0,25.7,2.66,13.0,0.556,50087.00433674861
1368.0,0.0,2.0,9.0,2008.0,23.4,2.39,45.0,0.571,39793.873914105934
1369.0,1.0,2.0,9.0,2008.0,20.9,2.33,225.0,0.585,37042.036842679365
1370.0,2.0,2.0,9.0,2008.0,18.6,2.5,180.0,0.556,37145.72572599977
1371.0,3.0,2.0,9.0,2008.0,16.9,2.87,225.0,0.463,39244.52223923562
1372.0,4.0,2.0,9.0,2008.0,15.7,3.27,225.0,0.332,42368.78455854527
1373.0,5.0,2.0,9.0,2008.0,14.8,3.5,199.0,0.225,42276.05787691805
1374.0,6.0,2.0,9.0,2008.0,13.9,3.41,225.0,0.164,40942.49307072043
1375.0,7.0,2.0,9.0,2008.0,13.0,3.17,225.0,0.188,39110.369429350554
1376.0,8.0,2.0,9.0,2008.0,12.2,3.0,203.0,0.225,27486.916822859846
1377.0,9.0,2.0,9.0,2008.0,11.3,3.05,225.0,0.223,24175.447365682216
1378.0,10.0,2.0,9.0,2008.0,11.0,3.18,225.0,0.237,11711.334155138997
1379.0,11.0,2.0,9.0,2008.0,11.5,2.64,255.0,0.232,7947.016681348658
1380.0,12.0,2.0,9.0,2008.0,13.2,2.94,225.0,0.236,13423.85403512785
1381.0,13.0,2.0,9.0,2008.0,15.8,2.53,45.0,0.23,28136.342596401097
1382.0,14.0,2.0,9.0,2008.0,18.1,2.44,12.0,0.293,24965.876121114088
1383.0,15.0,2.0,9.0,2008.0,21.2,2.0,45.0,0.277,29740.756035644124
1384.0,16.0,2.0,9.0,2008.0,23.5,2.06,45.0,0.319,35124.96290056308
1385.0,17.0,2.0,9.0,2008.0,24.1,2.62,73.0,0.558,45500.42500656058
1386.0,18.0,2.0,9.0,2008.0,26.2,2.83,45.0,0.356,46271.713211123075
1387.0,19.0,2.0,9.0,2008.0,26.8,3.28,45.0,0.346,41780.159231734055
1388.0,20.0,2.0,9.0,2008.0,25.8,3.57,103.0,0.558,43424.25904889123
1389.0,21.0,2.0,9.0,2008.0,26.8,3.16,45.0,0.375,38116.0910106321
1390.0,22.0,2.0,9.0,2008.0,26.2,2.67,45.0,0.425,40666.03269748495
1391.0,23.0,2.0,9.0,2008.0,23.9,3.38,233.0,0.582,37244.144915405355
1392.0,0.0,3.0,9.0,2008.0,22.0,3.39,225.0,0.617,33394.87388595213
1393.0,1.0,3.0,9.0,2008.0,19.9,3.48,225.0,0.632,38346.54319312058
1394.0,2.0,3.0,9.0,2008.0,18.0,3.57,221.0,0.582,47210.38840129907
1395.0,3.0,3.0,9.0,2008.0,16.5,3.77,225.0,0.439,40181.43859791433
1396.0,4.0,3.0,9.0,2008.0,15.5,3.72,225.0,0.263,40142.31798058009
1397.0,5.0,3.0,9.0,2008.0,14.7,3.66,208.0,0.122,39436.49364683542
1398.0,6.0,3.0,9.0,2008.0,13.9,4.0,225.0,0.068,36887.3533661604
1399.0,7.0,3.0,9.0,2008.0,13.2,3.87,225.0,0.081,33378.85954775842
1400.0,8.0,3.0,9.0,2008.0,12.3,3.75,224.0,0.122,22035.573375805754
1401.0,9.0,3.0,9.0,2008.0,11.5,4.39,225.0,0.158,21176.352076722993
1402.0,10.0,3.0,9.0,2008.0,11.0,4.01,225.0,0.177,4483.51215977424
1403.0,11.0,3.0,9.0,2008.0,11.6,3.65,238.0,0.176,13174.800358408072
1404.0,12.0,3.0,9.0,2008.0,13.5,3.48,225.0,0.153,-6832.18161286883
1405.0,13.0,3.0,9.0,2008.0,16.3,3.34,225.0,0.14,18222.706857912493
1406.0,14.0,3.0,9.0,2008.0,18.8,3.22,91.0,0.176,26119.245431999283
1407.0,15.0,3.0,9.0,2008.0,22.1,1.86,45.0,0.28,32431.74059722181
1408.0,16.0,3.0,9.0,2008.0,24.4,2.38,45.0,0.414,38126.6001618495
1409.0,17.0,3.0,9.0,2008.0,25.3,2.89,58.0,0.504,50407.83842426944
1410.0,18.0,3.0,9.0,2008.0,27.3,3.11,45.0,0.565,44004.38354790707
1411.0,19.0,3.0,9.0,2008.0,27.9,3.14,45.0,0.556,40250.51735532101
1412.0,20.0,3.0,9.0,2008.0,27.1,3.2,43.0,0.504,39013.756491033884
1413.0,21.0,3.0,9.0,2008.0,27.9,3.32,45.0,0.492,43595.327413051375
1414.0,22.0,3.0,9.0,2008.0,27.1,3.61,45.0,0.475,39043.18790603179
1415.0,23.0,3.0,9.0,2008.0,24.6,4.16,27.0,0.676,40446.76616067936
1416.0,0.0,4.0,9.0,2008.0,22.4,3.67,45.0,0.7,48481.66861298552
1417.0,1.0,4.0,9.0,2008.0,19.7,3.49,45.0,0.695,41973.74076507621
1418.0,2.0,4.0,9.0,2008.0,17.3,3.3,76.0,0.676,43954.727496070154
1419.0,3.0,4.0,9.0,2008.0,15.6,2.85,225.0,0.656,42546.45346372614
1420.0,4.0,4.0,9.0,2008.0,14.3,2.95,225.0,0.64,50265.25658039061
1421.0,5.0,4.0,9.0,2008.0,12.1,3.98,171.0,0.397,50967.61448414237
1422.0,6.0,4.0,9.0,2008.0,12.5,2.62,225.0,0.625,45637.44343565059
1423.0,7.0,4.0,9.0,2008.0,11.5,2.63,225.0,0.637,38975.3415586814
1424.0,8.0,4.0,9.0,2008.0,9.0,3.61,223.0,0.478,35462.169349483374
1425.0,9.0,4.0,9.0,2008.0,9.8,2.3,225.0,0.596,31489.686704019943
1426.0,10.0,4.0,9.0,2008.0,9.2,2.36,45.0,0.566,18986.28739756457
1427.0,11.0,4.0,9.0,2008.0,8.0,2.09,322.0,0.508,19517.444206231776
1428.0,12.0,4.0,9.0,2008.0,11.1,1.16,45.0,0.533,17960.6044835547
1429.0,13.0,4.0,9.0,2008.0,13.2,0.71,45.0,0.55,22019.741956951657
1430.0,14.0,4.0,9.0,2008.0,14.6,1.07,143.0,0.193,23151.67069854548
1431.0,15.0,4.0,9.0,2008.0,17.9,1.25,45.0,0.492,32202.524787733164
1432.0,16.0,4.0,9.0,2008.0,19.7,2.14,45.0,0.437,41182.78869883328
1433.0,17.0,4.0,9.0,2008.0,20.6,2.59,118.0,0.204,45485.81821022276
1434.0,18.0,4.0,9.0,2008.0,22.3,3.24,45.0,0.353,53257.18354966834
1435.0,19.0,4.0,9.0,2008.0,22.6,3.19,225.0,0.332,44216.082065960785
1436.0,20.0,4.0,9.0,2008.0,22.2,2.9,86.0,0.204,49303.64116977847
1437.0,21.0,4.0,9.0,2008.0,22.7,2.64,225.0,0.295,52135.013914913136
1438.0,22.0,4.0,9.0,2008.0,22.0,2.37,45.0,0.278,45686.63771686596
1439.0,23.0,4.0,9.0,2008.0,19.4,2.21,80.0,0.178,45699.248539313725
1440.0,0.0,5.0,9.0,2008.0,18.3,1.91,45.0,0.137,43032.10634811048
1441.0,1.0,5.0,9.0,2008.0,15.8,1.68,225.0,0.093,46413.14590140448
1442.0,2.0,5.0,9.0,2008.0,13.6,1.66,260.0,0.059,42634.83577817062
1443.0,3.0,5.0,9.0,2008.0,12.8,1.92,225.0,0.041,46625.93635648994
1444.0,4.0,5.0,9.0,2008.0,11.5,2.31,225.0,0.039,54136.01740526944
1445.0,5.0,5.0,9.0,2008.0,10.6,2.63,244.0,0.043,52070.72390583557
1446.0,6.0,5.0,9.0,2008.0,10.5,2.73,225.0,0.045,47622.561912038014
1447.0,7.0,5.0,9.0,2008.0,9.5,2.7,225.0,0.045,34279.45458381012
1448.0,8.0,5.0,9.0,2008.0,8.4,2.7,248.0,0.043,19773.710942978993
1449.0,9.0,5.0,9.0,2008.0,8.0,2.83,225.0,0.037,22175.00402141415
1450.0,10.0,5.0,9.0,2008.0,7.3,2.93,225.0,0.032,15387.612382478219
1451.0,11.0,5.0,9.0,2008.0,7.6,2.76,258.0,0.03,-2096.5805539261346
1452.0,12.0,5.0,9.0,2008.0,10.2,2.2,45.0,0.029,3975.0813394364086
1453.0,13.0,5.0,9.0,2008.0,13.0,1.56,45.0,0.032,2788.836278048322
1454.0,14.0,5.0,9.0,2008.0,16.4,1.22,271.0,0.0,8679.754985292144
1455.0,15.0,5.0,9.0,2008.0,19.1,1.47,45.0,0.021,30778.308206908376
1456.0,16.0,5.0,9.0,2008.0,21.6,2.06,45.0,0.017,35073.76142492094
1457.0,17.0,5.0,9.0,2008.0,24.0,2.46,47.0,0.159,53797.440399398925
1458.0,18.0,5.0,9.0,2008.0,24.4,2.81,45.0,0.23,46021.06451381976
1459.0,19.0,5.0,9.0,2008.0,25.2,2.79,45.0,0.193,46171.04352526335
1460.0,20.0,5.0,9.0,2008.0,26.0,3.32,60.0,0.159,48228.26224877571
1461.0,21.0,5.0,9.0,2008.0,24.9,2.78,45.0,0.2,45439.02189310002
1462.0,22.0,5.0,9.0,2008.0,24.4,2.83,45.0,0.17,47981.49876257237
1463.0,23.0,5.0,9.0,2008.0,23.6,3.25,57.0,0.027,49407.68799869437
1464.0,0.0,6.0,9.0,2008.0,21.3,2.73,45.0,0.115,47024.34485817149
1465.0,1.0,6.0,9.0,2008.0,18.8,2.15,225.0,0.066,50788.88520462155
1466.0,2.0,6.0,9.0,2008.0,16.4,1.8,161.0,0.027,47250.33044721787
1467.0,3.0,6.0,9.0,2008.0,14.7,1.9,225.0,0.115,42814.236742189554
1468.0,4.0,6.0,9.0,2008.0,13.5,2.27,225.0,0.068,44636.184017698266
1469.0,5.0,6.0,9.0,2008.0,12.6,2.61,228.0,0.03,47153.636159832226
1470.0,6.0,6.0,9.0,2008.0,11.8,2.74,225.0,0.016,40492.61513028774
1471.0,7.0,6.0,9.0,2008.0,10.9,2.74,225.0,0.02,32493.980396876632
1472.0,8.0,6.0,9.0,2008.0,10.0,2.76,247.0,0.03,37595.97586128467
1473.0,9.0,6.0,9.0,2008.0,9.0,2.91,225.0,0.036,15423.335854455028
1474.0,10.0,6.0,9.0,2008.0,8.5,3.0,225.0,0.037,18046.286584090267
1475.0,11.0,6.0,9.0,2008.0,8.9,2.82,252.0,0.0,-3957.129134952411
1476.0,12.0,6.0,9.0,2008.0,10.8,2.21,225.0,0.018,14576.73193493161
1477.0,13.0,6.0,9.0,2008.0,13.5,1.5,45.0,0.014,18876.538229796904
1478.0,14.0,6.0,9.0,2008.0,16.6,1.06,305.0,0.0,27481.276875999924
1479.0,15.0,6.0,9.0,2008.0,19.4,1.19,45.0,0.075,32236.272893678244
1480.0,16.0,6.0,9.0,2008.0,21.6,1.66,45.0,0.129,41151.5362122158
1481.0,17.0,6.0,9.0,2008.0,23.4,2.15,57.0,0.154,54899.74035102337
1482.0,18.0,6.0,9.0,2008.0,24.7,2.41,45.0,0.299,48889.23041866465
1483.0,19.0,6.0,9.0,2008.0,25.2,2.54,45.0,0.222,46326.60047507065
1484.0,20.0,6.0,9.0,2008.0,25.3,2.76,77.0,0.167,45343.41578075319
1485.0,21.0,6.0,9.0,2008.0,25.2,3.18,45.0,0.315,47219.82223897314
1486.0,22.0,6.0,9.0,2008.0,24.4,3.6,45.0,0.316,53221.860838657274
1487.0,23.0,6.0,9.0,2008.0,22.8,3.73,22.0,0.34,53427.33294634391
1488.0,0.0,7.0,10.0,2008.0,20.6,3.4,45.0,0.356,45897.29980587862
1489.0,1.0,7.0,10.0,2008.0,18.0,2.85,225.0,0.367,46346.40196486663
1490.0,2.0,7.0,10.0,2008.0,15.7,2.44,198.0,0.34,50663.77212045467
1491.0,3.0,7.0,10.0,2008.0,14.1,2.42,225.0,0.253,45044.578045909
1492.0,4.0,7.0,10.0,2008.0,12.9,2.66,225.0,0.18,46555.066296931276
1493.0,5.0,7.0,10.0,2008.0,12.1,2.9,231.0,0.123,45415.956857766825
1494.0,6.0,7.0,10.0,2008.0,11.2,3.02,225.0,0.101,43373.91234168167
1495.0,7.0,7.0,10.0,2008.0,10.4,2.95,225.0,0.107,37741.58808839043
1496.0,8.0,7.0,10.0,2008.0,9.4,2.86,244.0,0.123,43462.58948860744
1497.0,9.0,7.0,10.0,2008.0,8.4,3.28,225.0,0.136,36016.129447742496
1498.0,10.0,7.0,10.0,2008.0,7.9,3.12,225.0,0.138,40731.36544199185
1499.0,11.0,7.0,10.0,2008.0,8.4,3.04,254.0,0.123,37595.929042347314
1500.0,12.0,7.0,10.0,2008.0,10.4,3.16,45.0,0.087,31660.96528669253
1501.0,13.0,7.0,10.0,2008.0,13.3,3.4,45.0,0.077,27786.175199421556
1502.0,14.0,7.0,10.0,2008.0,16.4,3.74,295.0,0.123,36417.52056690132
1503.0,15.0,7.0,10.0,2008.0,19.4,3.06,45.0,0.24,32860.112114867734
1504.0,16.0,7.0,10.0,2008.0,21.8,3.73,45.0,0.397,41977.92275512682
1505.0,17.0,7.0,10.0,2008.0,23.3,3.92,348.0,0.521,54822.831128422826
1506.0,18.0,7.0,10.0,2008.0,24.8,4.52,45.0,0.565,50293.97623474886
1507.0,19.0,7.0,10.0,2008.0,25.4,4.47,45.0,0.552,43770.00308720673
1508.0,20.0,7.0,10.0,2008.0,25.1,4.01,352.0,0.525,51750.30369000543
1509.0,21.0,7.0,10.0,2008.0,25.3,4.06,45.0,0.504,44257.7735033852
1510.0,22.0,7.0,10.0,2008.0,24.6,4.01,45.0,0.505,36212.189257986276
1511.0,23.0,7.0,10.0,2008.0,22.8,3.99,355.0,0.528,42608.3314651452
1512.0,0.0,1.0,10.0,2008.0,20.8,3.95,45.0,0.554,47105.06461587547
1513.0,1.0,1.0,10.0,2008.0,18.5,3.9,45.0,0.57,42333.64919290268
