tslot,hour,day,month,year,tmpr,windSpd,windDir,cloudCov,mwh
906.0,18.0,3.0,9.0,2008.0,12.4,3.84,225.0,0.48,50118.8520860293
907.0,19.0,3.0,9.0,2008.0,5.8,4.19,225.0,0.466,42463.57027956347
908.0,20.0,3.0,9.0,2008.0,21.0,2.6,59.0,0.283,37200.38768718872
909.0,21.0,3.0,9.0,2008.0,13.2,4.47,225.0,0.625,35243.69659927253
910.0,22.0,3.0,9.0,2008.0,4.8,4.32,225.0,0.721,36159.659387440115
911.0,23.0,3.0,9.0,2008.0,19.9,3.05,44.0,0.659,35963.311467668995
912.0,0.0,4.0,9.0,2008.0,18.3,3.16,45.0,0.732,42765.42557742787
913.0,1.0,4.0,9.0,2008.0,16.4,3.29,45.0,0.764,43074.66102941403
914.0,2.0,4.0,9.0,2008.0,14.5,3.41,6.0,0.785,42272.64915405012
915.0,3.0,4.0,9.0,2008.0,13.1,4.75,45.0,0.816,43238.96832191434
916.0,4.0,4.0,9.0,2008.0,12.0,4.23,45.0,0.85,51354.41636825551
917.0,5.0,4.0,9.0,2008.0,11.0,3.83,333.0,0.873,46843.732164331035
918.0,6.0,4.0,9.0,2008.0,10.0,3.88,45.0,0.879,40200.004832703205
919.0,7.0,4.0,9.0,2008.0,9.1,4.24,45.0,0.874,45931.01338365916
920.0,8.0,4.0,9.0,2008.0,8.3,4.64,359.0,0.873,38174.456607853615
921.0,9.0,4.0,9.0,2008.0,7.8,3.74,45.0,0.885,35664.55151234286
922.0,10.0,4.0,9.0,2008.0,7.6,4.45,45.0,0.892,48490.07776534248
923.0,11.0,4.0,9.0,2008.0,7.8,4.97,23.0,0.873,49794.015934811534
924.0,12.0,4.0,9.0,2008.0,8.4,4.75,45.0,0.817,44841.862797916954
925.0,13.0,4.0,9.0,2008.0,9.3,4.68,45.0,0.745,45082.97799707241
926.0,14.0,4.0,9.0,2008.0,10.4,3.75,56.0,0.957,53001.325509240465
927.0,15.0,4.0,9.0,2008.0,11.4,4.2,45.0,0.669,54284.59022988161
928.0,16.0,4.0,9.0,2008.0,12.3,3.69,45.0,0.676,52889.98186236966
929.0,17.0,4.0,9.0,2008.0,12.2,3.4,79.0,0.688,60744.422548737326
930.0,18.0,4.0,9.0,2008.0,13.7,3.2,45.0,0.688,55322.996265966955
931.0,19.0,4.0,9.0,2008.0,13.9,3.26,45.0,0.664,51761.3886131303
932.0,20.0,4.0,9.0,2008.0,12.9,2.09,137.0,0.588,47904.08623356114
933.0,21.0,4.0,9.0,2008.0,14.0,3.33,45.0,0.516,51746.85503391386
934.0,22.0,4.0,9.0,2008.0,13.9,3.2,225.0,0.419,45095.96665274909
935.0,23.0,4.0,9.0,2008.0,11.3,2.99,133.0,0.964,43241.476799662996
936.0,0.0,5.0,9.0,2008.0,10.6,2.99,225.0,0.42,41758.677177596284
937.0,1.0,5.0,9.0,2008.0,9.8,2.82,225.0,0.536,42812.83659083143
938.0,2.0,5.0,9.0,2008.0,9.1,2.68,176.0,0.615,54203.14513214173
939.0,3.0,5.0,9.0,2008.0,8.8,2.75,225.0,0.388,45637.85926157732
940.0,4.0,5.0,9.0,2008.0,8.1,2.91,225.0,0.425,62818.35465604381
941.0,5.0,5.0,9.0,2008.0,7.5,2.98,208.0,0.456,50423.51604034199
942.0,6.0,5.0,9.0,2008.0,7.5,2.9,225.0,0.272,48340.284860032814
943.0,7.0,5.0,9.0,2008.0,7.0,2.69,225.0,0.38,41455.798780951336
944.0,8.0,5.0,9.0,2008.0,6.4,2.53,230.0,0.456,35265.43417469279
945.0,9.0,5.0,9.0,2008.0,5.9,2.66,225.0,0.25,21005.231585029018
946.0,10.0,5.0,9.0,2008.0,5.5,2.72,225.0,0.3,14246.356182587217
947.0,11.0,5.0,9.0,2008.0,6.2,2.79,214.0,0.103,9330.887509212873
948.0,12.0,5.0,9.0,2008.0,8.4,2.15,225.0,0.326,14029.582377950486
949.0,13.0,5.0,9.0,2008.0,11.5,1.51,225.0,0.332,19456.022587826512
950.0,14.0,5.0,9.0,2008.0,15.2,2.79,204.0,0.121,31796.14813832092
951.0,15.0,5.0,9.0,2008.0,17.7,1.1,225.0,0.325,42150.34804867931
952.0,16.0,5.0,9.0,2008.0,20.1,1.43,45.0,0.344,37201.03732892728
953.0,17.0,5.0,9.0,2008.0,22.9,2.52,120.0,0.139,49965.00606531866
954.0,18.0,5.0,9.0,2008.0,23.2,2.19,45.0,0.307,53956.065989569375
955.0,19.0,5.0,9.0,2008.0,23.9,2.45,45.0,0.313,50396.41951928494
956.0,20.0,5.0,9.0,2008.0,25.5,3.59,97.0,0.507,47087.453364164656
957.0,21.0,5.0,9.0,2008.0,24.5,2.5,225.0,0.403,43741.573687699296
958.0,22.0,5.0,9.0,2008.0,24.3,2.64,225.0,0.518,45383.1672781498
959.0,23.0,5.0,9.0,2008.0,24.4,4.2,134.0,0.623,33410.36552569426
960.0,0.0,6.0,9.0,2008.0,22.7,4.43,225.0,0.635,39376.87993867864
961.0,1.0,6.0,9.0,2008.0,20.7,4.64,225.0,0.639,42773.31339553505
962.0,2.0,6.0,9.0,2008.0,18.8,4.74,194.0,0.623,48669.255620954194
963.0,3.0,6.0,9.0,2008.0,17.3,4.65,225.0,0.58,53382.26012224317
964.0,4.0,6.0,9.0,2008.0,16.1,4.43,225.0,0.53,53759.0834088011
965.0,5.0,6.0,9.0,2008.0,15.1,4.17,206.0,0.499,47212.87218331712
966.0,6.0,6.0,9.0,2008.0,14.2,3.94,225.0,0.504,39676.60688789919
967.0,7.0,6.0,9.0,2008.0,13.3,3.74,225.0,0.516,41342.99472183789
968.0,8.0,6.0,9.0,2008.0,12.8,3.78,232.0,0.462,36993.0288937216
969.0,9.0,6.0,9.0,2008.0,11.7,3.44,225.0,0.427,38113.37538204102
970.0,10.0,6.0,9.0,2008.0,11.4,3.38,225.0,0.33,35264.17818907279
971.0,11.0,6.0,9.0,2008.0,12.7,4.01,229.0,0.39,29973.252342404186
972.0,12.0,6.0,9.0,2008.0,13.3,3.5,225.0,0.209,26527.631044022826
973.0,13.0,6.0,9.0,2008.0,15.4,3.56,225.0,0.214,26565.609037363192
974.0,14.0,6.0,9.0,2008.0,19.7,3.41,216.0,0.39,29582.210606295826
975.0,15.0,6.0,9.0,2008.0,19.9,2.98,225.0,0.295,46101.43677992788
976.0,16.0,6.0,9.0,2008.0,21.8,2.53,45.0,0.341,40774.83023904316
977.0,17.0,6.0,9.0,2008.0,26.1,3.59,232.0,0.55,50916.08167730571
978.0,18.0,6.0,9.0,2008.0,24.2,2.85,45.0,0.363,53855.80546097266
979.0,19.0,6.0,9.0,2008.0,24.8,3.62,45.0,0.351,42872.6087085633
980.0,20.0,6.0,9.0,2008.0,28.1,4.85,248.0,0.634,42892.07467523719
981.0,21.0,6.0,9.0,2008.0,25.1,4.71,45.0,0.431,41110.280524579495
982.0,22.0,6.0,9.0,2008.0,24.8,4.73,45.0,0.519,40432.79054977208
983.0,23.0,6.0,9.0,2008.0,26.6,4.53,332.0,0.642,39027.36510912646
984.0,0.0,7.0,9.0,2008.0,24.5,4.09,45.0,0.637,43801.981546946015
985.0,1.0,7.0,9.0,2008.0,21.8,3.72,45.0,0.645,45190.73471717948
986.0,2.0,7.0,9.0,2008.0,19.2,3.61,260.0,0.659,48230.34121602474
987.0,3.0,7.0,9.0,2008.0,17.3,3.92,225.0,0.68,54036.70270913032
988.0,4.0,7.0,9.0,2008.0,15.8,4.46,45.0,0.701,52615.55232293166
989.0,5.0,7.0,9.0,2008.0,14.5,4.97,325.0,0.72,48822.23503795114
990.0,6.0,7.0,9.0,2008.0,13.2,5.27,45.0,0.682,45124.20160163115
991.0,7.0,7.0,9.0,2008.0,11.9,5.43,45.0,0.708,40360.11081726829
992.0,8.0,7.0,9.0,2008.0,10.9,5.58,344.0,0.72,33424.79677224815
993.0,9.0,7.0,9.0,2008.0,10.2,5.8,45.0,0.656,27423.04477389645
994.0,10.0,7.0,9.0,2008.0,10.0,5.92,45.0,0.649,23744.365198527223
995.0,11.0,7.0,9.0,2008.0,10.2,5.73,5.0,0.801,21773.255777154325
996.0,12.0,7.0,9.0,2008.0,11.0,5.1,45.0,0.551,40971.53520644088
997.0,13.0,7.0,9.0,2008.0,12.1,4.34,45.0,0.588,43030.01329546915
998.0,14.0,7.0,9.0,2008.0,11.9,4.08,40.0,0.801,45295.70317161711
999.0,15.0,7.0,9.0,2008.0,14.8,3.9,45.0,0.614,56506.92412357908
1000.0,16.0,7.0,9.0,2008.0,16.1,4.27,45.0,0.698,56791.077685680575
1001.0,17.0,7.0,9.0,2008.0,14.9,4.59,61.0,0.786,56769.44580549722
1002.0,18.0,7.0,9.0,2008.0,17.8,4.54,45.0,0.662,52188.94050230051
1003.0,19.0,7.0,9.0,2008.0,18.0,4.26,45.0,0.714,48666.39758274654
1004.0,20.0,7.0,9.0,2008.0,16.1,5.2,40.0,0.786,48360.616009070276
1005.0,21.0,7.0,9.0,2008.0,18.1,3.7,45.0,0.675,42983.74626485251
1006.0,22.0,7.0,9.0,2008.0,17.9,3.52,45.0,0.753,40975.448034049856
1007.0,23.0,7.0,9.0,2008.0,15.5,4.96,30.0,0.959,45531.90200611626
1008.0,0.0,1.0,9.0,2008.0,14.5,4.75,45.0,0.975,44020.72499014936
1009.0,1.0,1.0,9.0,2008.0,13.4,4.49,45.0,0.968,43304.77054427603
1010.0,2.0,1.0,9.0,2008.0,13.0,4.2,43.0,1.0,43579.04556881951
1011.0,3.0,1.0,9.0,2008.0,11.5,3.89,45.0,0.961,46949.7356894884
1012.0,4.0,1.0,9.0,2008.0,10.9,3.6,45.0,0.975,49599.470587086864
1013.0,5.0,1.0,9.0,2008.0,10.8,3.36,54.0,0.998,46270.80196089043
1014.0,6.0,1.0,9.0,2008.0,9.8,3.22,45.0,1.0,45752.204879366596
1015.0,7.0,1.0,9.0,2008.0,9.3,3.16,45.0,1.0,41456.736262667626
1016.0,8.0,1.0,9.0,2008.0,9.2,3.18,36.0,0.998,48369.961828829044
1017.0,9.0,1.0,9.0,2008.0,8.4,3.27,45.0,0.959,41918.44898410976
1018.0,10.0,1.0,9.0,2008.0,8.2,3.33,45.0,0.922,45940.04992173618
1019.0,11.0,1.0,9.0,2008.0,8.7,3.26,14.0,0.994,44739.76239986504
1020.0,12.0,1.0,9.0,2008.0,9.4,2.98,45.0,0.815,46740.23058050675
1021.0,13.0,1.0,9.0,2008.0,10.8,2.64,45.0,0.864,43546.08174515167
1022.0,14.0,1.0,9.0,2008.0,10.5,1.64,53.0,0.994,53124.87725083456
1023.0,15.0,1.0,9.0,2008.0,13.6,2.39,45.0,0.801,53717.52249950158
1024.0,16.0,1.0,9.0,2008.0,14.7,2.56,225.0,0.802,51649.42830114532
1025.0,17.0,1.0,9.0,2008.0,13.8,2.88,76.0,0.857,62923.08787995325
1026.0,18.0,1.0,9.0,2008.0,16.2,2.98,225.0,0.744,58515.55204967793
1027.0,19.0,1.0,9.0,2008.0,16.5,3.16,225.0,0.796,53351.04861784826
1028.0,20.0,1.0,9.0,2008.0,15.1,2.29,57.0,0.857,48118.672659569704
1029.0,21.0,1.0,9.0,2008.0,16.7,3.57,45.0,0.664,45396.284683546575
1030.0,22.0,1.0,9.0,2008.0,16.5,3.65,45.0,0.611,49052.42275349852
1031.0,23.0,1.0,9.0,2008.0,15.3,2.02,39.0,0.58,47557.384748559496
1032.0,0.0,2.0,9.0,2008.0,9.5,1.4,45.0,0.637,42168.64281759523
1033.0,1.0,2.0,9.0,2008.0,4.1,0.62,45.0,0.623,48736.68763848073
1034.0,2.0,2.0,9.0,2008.0,11.9,2.58,15.0,0.238,43332.048769640736
1035.0,3.0,2.0,9.0,2008.0,7.4,1.77,45.0,0.483,48639.659858105806
1036.0,4.0,2.0,9.0,2008.0,3.2,0.8,45.0,0.368,49403.747118593375
1037.0,5.0,2.0,9.0,2008.0,9.8,3.04,223.0,0.097,43034.557903515255
1038.0,6.0,2.0,9.0,2008.0,6.5,2.17,225.0,0.217,39813.49553718824
1039.0,7.0,2.0,9.0,2008.0,2.8,0.97,45.0,0.256,32149.70139340339
1040.0,8.0,2.0,9.0,2008.0,8.2,3.51,235.0,0.129,25236.787621147534
1041.0,9.0,2.0,9.0,2008.0,5.9,2.82,225.0,0.206,24403.522550249683
1042.0,10.0,2.0,9.0,2008.0,2.6,1.26,45.0,0.167,14594.407548484596
1043.0,11.0,2.0,9.0,2008.0,7.9,4.9,234.0,0.129,15588.307680207807
1044.0,12.0,2.0,9.0,2008.0,5.6,2.53,45.0,0.113,11926.566635995376
1045.0,13.0,2.0,9.0,2008.0,2.5,1.11,45.0,0.116,9290.103452216572
1046.0,14.0,2.0,9.0,2008.0,15.0,3.58,254.0,0.129,12123.327175427803
1047.0,15.0,2.0,9.0,2008.0,10.7,2.48,45.0,0.146,15965.334695996156
1048.0,16.0,2.0,9.0,2008.0,4.8,1.07,45.0,0.159,34875.10996456593
1049.0,17.0,2.0,9.0,2008.0,21.3,4.42,345.0,0.161,42822.121920703445
1050.0,18.0,2.0,9.0,2008.0,15.5,2.36,45.0,0.147,46861.00158982224
1051.0,19.0,2.0,9.0,2008.0,7.3,1.12,45.0,0.142,42315.501065285614
1052.0,20.0,2.0,9.0,2008.0,23.3,4.7,25.0,0.161,44542.227210156314
1053.0,21.0,2.0,9.0,2008.0,15.1,2.72,45.0,0.215,38344.53664640515
1054.0,22.0,2.0,9.0,2008.0,5.5,0.92,45.0,0.289,39617.88565794319
1055.0,23.0,2.0,9.0,2008.0,21.8,3.7,60.0,0.4,35381.99269618445
1056.0,0.0,3.0,9.0,2008.0,19.8,2.67,45.0,0.359,38157.550864718294
1057.0,1.0,3.0,9.0,2008.0,17.4,1.81,45.0,0.388,45038.321247847336
1058.0,2.0,3.0,9.0,2008.0,15.0,1.81,342.0,0.4,36751.12140896941
1059.0,3.0,3.0,9.0,2008.0,13.3,3.08,45.0,0.328,32255.129574638675
1060.0,4.0,3.0,9.0,2008.0,11.9,4.8,45.0,0.369,36760.4830846066
1061.0,5.0,3.0,9.0,2008.0,10.8,2.91,17.0,0.712,38696.68398595025
1062.0,6.0,3.0,9.0,2008.0,9.6,5.55,45.0,0.443,39752.04403773384
1063.0,7.0,3.0,9.0,2008.0,8.5,4.33,45.0,0.605,44326.400265306685
1064.0,8.0,3.0,9.0,2008.0,7.6,2.21,31.0,0.73,37772.64913569794
1065.0,9.0,3.0,9.0,2008.0,6.9,2.48,45.0,0.772,38774.54908217179
1066.0,10.0,3.0,9.0,2008.0,6.5,2.39,45.0,0.757,43121.41147664395
1067.0,11.0,3.0,9.0,2008.0,6.9,1.55,41.0,0.731,40814.33973940511
1068.0,12.0,3.0,9.0,2008.0,8.0,2.54,45.0,0.73,40008.84655028958
1069.0,13.0,3.0,9.0,2008.0,9.6,2.46,45.0,0.739,37425.02686778145
1070.0,14.0,3.0,9.0,2008.0,11.4,2.21,69.0,0.731,41793.96932302401
1071.0,15.0,3.0,9.0,2008.0,13.2,1.92,45.0,0.688,46701.80568450137
1072.0,16.0,3.0,9.0,2008.0,14.7,1.63,45.0,0.617,40347.57045721952
1073.0,17.0,3.0,9.0,2008.0,15.9,1.87,81.0,0.534,56797.40521386446
1074.0,18.0,3.0,9.0,2008.0,16.7,1.81,225.0,0.447,50352.42414879883
1075.0,19.0,3.0,9.0,2008.0,17.1,2.27,225.0,0.368,48737.42883546804
1076.0,20.0,3.0,9.0,2008.0,17.3,2.78,74.0,0.3,50127.662138359265
1077.0,21.0,3.0,9.0,2008.0,17.4,3.05,45.0,0.194,45432.37677681249
1078.0,22.0,3.0,9.0,2008.0,17.1,3.14,45.0,0.188,41825.874923038355
1079.0,23.0,3.0,9.0,2008.0,15.8,2.54,90.0,0.397,44842.67859102947
1080.0,0.0,4.0,9.0,2008.0,14.4,2.28,45.0,0.22,50424.2464320333
1081.0,1.0,4.0,9.0,2008.0,12.9,2.04,45.0,0.242,47782.41202406837
1082.0,2.0,4.0,9.0,2008.0,11.4,1.83,78.0,0.34,52628.02482650848
1083.0,3.0,4.0,9.0,2008.0,10.1,1.7,45.0,0.148,51914.40545784627
1084.0,4.0,4.0,9.0,2008.0,9.2,1.67,225.0,0.08,47911.11250469568
1085.0,5.0,4.0,9.0,2008.0,8.5,1.91,227.0,0.34,46849.35108066867
1086.0,6.0,4.0,9.0,2008.0,7.9,2.02,225.0,0.005,48762.529131888376
1087.0,7.0,4.0,9.0,2008.0,7.2,2.34,225.0,0.012,38580.16370152304
1088.0,8.0,4.0,9.0,2008.0,6.5,2.18,242.0,0.056,40029.686704713684
1089.0,9.0,4.0,9.0,2008.0,5.7,3.1,225.0,0.03,28154.456431490333
1090.0,10.0,4.0,9.0,2008.0,5.4,3.19,225.0,0.03,21684.645856436327
1091.0,11.0,4.0,9.0,2008.0,6.0,2.67,258.0,0.027,15006.238133352592
1092.0,12.0,4.0,9.0,2008.0,8.2,3.26,225.0,0.024,14050.49426756525
1093.0,13.0,4.0,9.0,2008.0,11.1,3.28,45.0,0.024,5738.987789425315
1094.0,14.0,4.0,9.0,2008.0,14.3,1.0,278.0,0.027,15898.33566326346
1095.0,15.0,4.0,9.0,2008.0,17.5,1.28,45.0,0.029,28794.26218969697
1096.0,16.0,4.0,9.0,2008.0,19.9,2.16,45.0,0.03,36290.29045800179
1097.0,17.0,4.0,9.0,2008.0,21.7,2.12,53.0,0.027,50557.712739504954
1098.0,18.0,4.0,9.0,2008.0,23.2,3.24,45.0,0.017,53099.26332337828
1099.0,19.0,4.0,9.0,2008.0,23.7,3.16,45.0,0.013,48778.352545332134
1100.0,20.0,4.0,9.0,2008.0,23.9,3.53,74.0,0.027,46986.04119429404
1101.0,21.0,4.0,9.0,2008.0,24.4,3.18,45.0,0.065,49349.87401975044
1102.0,22.0,4.0,9.0,2008.0,23.8,3.36,45.0,0.115,52055.77346676257
1103.0,23.0,4.0,9.0,2008.0,22.3,2.56,73.0,0.056,55713.133875058375
1104.0,0.0,5.0,9.0,2008.0,20.6,1.95,225.0,0.138,48923.440686115355
1105.0,1.0,5.0,9.0,2008.0,18.2,1.48,225.0,0.096,46622.370654146885
1106.0,2.0,5.0,9.0,2008.0,15.9,1.38,153.0,0.056,50543.37262838362
1107.0,3.0,5.0,9.0,2008.0,14.4,1.78,225.0,0.118,43647.45844806177
1108.0,4.0,5.0,9.0,2008.0,13.1,2.45,225.0,0.076,47013.1739921169
1109.0,5.0,5.0,9.0,2008.0,12.1,3.07,222.0,0.043,45876.901085367535
1110.0,6.0,5.0,9.0,2008.0,11.3,3.41,225.0,0.117,43080.56517083577
1111.0,7.0,5.0,9.0,2008.0,10.2,3.54,225.0,0.071,28916.535483018233
1112.0,8.0,5.0,9.0,2008.0,9.1,3.63,226.0,0.043,18390.61877794568
1113.0,9.0,5.0,9.0,2008.0,8.2,3.77,225.0,0.139,20251.38757425482
1114.0,10.0,5.0,9.0,2008.0,7.8,3.84,225.0,0.121,14693.682767933133
1115.0,11.0,5.0,9.0,2008.0,8.5,3.6,233.0,0.109,15316.81029789141
1116.0,12.0,5.0,9.0,2008.0,10.7,2.98,225.0,0.143,11018.09591549883
1117.0,13.0,5.0,9.0,2008.0,13.9,2.19,225.0,0.127,13069.12434816076
1118.0,14.0,5.0,9.0,2008.0,17.3,1.2,260.0,0.109,43198.19718859017
1119.0,15.0,5.0,9.0,2008.0,20.5,1.32,225.0,0.127,36775.06687839348
1120.0,16.0,5.0,9.0,2008.0,23.2,1.42,225.0,0.09,40539.13582427755
1121.0,17.0,5.0,9.0,2008.0,25.3,1.86,97.0,0.055,51319.74317703585
1122.0,18.0,5.0,9.0,2008.0,26.6,2.06,225.0,0.182,55610.215059307855
1123.0,19.0,5.0,9.0,2008.0,27.4,2.37,225.0,0.1,47224.983740528725
1124.0,20.0,5.0,9.0,2008.0,27.7,2.89,97.0,0.055,50154.37561389485
1125.0,21.0,5.0,9.0,2008.0,27.8,2.49,45.0,0.235,44623.213983153815
1126.0,22.0,5.0,9.0,2008.0,27.4,2.34,45.0,0.234,46870.33952960547
1127.0,23.0,5.0,9.0,2008.0,26.3,2.4,97.0,0.242,47952.9346916497
1128.0,0.0,6.0,9.0,2008.0,24.0,2.2,225.0,0.278,54683.51118270151
1129.0,1.0,6.0,9.0,2008.0,21.4,2.11,225.0,0.279,53057.310232543845
1130.0,2.0,6.0,9.0,2008.0,18.9,2.22,223.0,0.242,48797.62725151161
1131.0,3.0,6.0,9.0,2008.0,17.0,2.56,225.0,0.169,42194.06113052584
1132.0,4.0,6.0,9.0,2008.0,15.6,2.99,225.0,0.084,47556.7771868237
1133.0,5.0,6.0,9.0,2008.0,14.5,3.35,229.0,0.019,43435.67246053013
1134.0,6.0,6.0,9.0,2008.0,12.8,3.52,225.0,0.0,42612.00810008816
1135.0,7.0,6.0,9.0,2008.0,12.0,3.57,225.0,0.003,24074.734090038095
1136.0,8.0,6.0,9.0,2008.0,11.2,3.62,231.0,0.019,30223.63919055533
1137.0,9.0,6.0,9.0,2008.0,10.4,3.75,225.0,0.028,16422.33538728149
1138.0,10.0,6.0,9.0,2008.0,10.0,3.79,225.0,0.028,-1955.6368822742006
1139.0,11.0,6.0,9.0,2008.0,10.4,3.21,228.0,0.019,-2906.1224045897034
1140.0,12.0,6.0,9.0,2008.0,11.9,2.81,225.0,0.006,-8705.329891675356
1141.0,13.0,6.0,9.0,2008.0,14.2,1.97,225.0,0.0,6385.064186551099
1142.0,14.0,6.0,9.0,2008.0,17.1,0.85,235.0,0.019,30005.19585228479
1143.0,15.0,6.0,9.0,2008.0,21.1,1.25,225.0,0.069,36014.14640332546
1144.0,16.0,6.0,9.0,2008.0,23.4,1.51,225.0,0.131,47495.960477176806
1145.0,17.0,6.0,9.0,2008.0,25.3,2.79,98.0,0.199,57961.20108844075
1146.0,18.0,6.0,9.0,2008.0,27.0,2.21,45.0,0.293,49065.50435163122
1147.0,19.0,6.0,9.0,2008.0,27.7,2.43,45.0,0.225,52425.28546646937
1148.0,20.0,6.0,9.0,2008.0,27.9,3.8,98.0,0.199,50232.08177390887
1149.0,21.0,6.0,9.0,2008.0,28.0,2.72,45.0,0.302,44712.28332037612
1150.0,22.0,6.0,9.0,2008.0,27.5,2.84,45.0,0.303,51077.385279103895
1151.0,23.0,6.0,9.0,2008.0,25.1,3.41,99.0,0.219,48312.05815311367
1152.0,0.0,7.0,9.0,2008.0,18.0,3.68,225.0,0.304,50591.47344412861
1153.0,1.0,7.0,9.0,2008.0,7.9,3.27,225.0,0.266,45711.20574683195
1154.0,2.0,7.0,9.0,2008.0,17.5,3.09,195.0,0.219,45140.29061753722
1155.0,3.0,7.0,9.0,2008.0,12.2,2.9,225.0,0.257,50742.121311288734
1156.0,4.0,7.0,9.0,2008.0,5.2,3.48,225.0,0.193,50056.78969699062
1157.0,5.0,7.0,9.0,2008.0,13.4,3.89,223.0,0.145,45750.32905222965
1158.0,6.0,7.0,9.0,2008.0,9.4,3.38,225.0,0.132,46810.335767936245
1159.0,7.0,7.0,9.0,2008.0,4.1,3.24,225.0,0.139,42968.28446359158
1160.0,8.0,7.0,9.0,2008.0,11.2,3.15,238.0,0.145,37915.593521988536
1161.0,9.0,7.0,9.0,2008.0,7.1,3.42,225.0,0.134,34846.25906309326
1162.0,10.0,7.0,9.0,2008.0,3.1,3.38,225.0,0.113,34429.851986602094
1163.0,11.0,7.0,9.0,2008.0,10.7,3.04,235.0,0.468,16526.65005802369
1164.0,12.0,7.0,9.0,2008.0,6.8,2.78,225.0,0.124,21066.263940983557
1165.0,13.0,7.0,9.0,2008.0,3.0,1.7,225.0,0.102,20364.44932820325
1166.0,14.0,7.0,9.0,2008.0,17.4,2.17,272.0,0.468,35302.60670218699
1167.0,15.0,7.0,9.0,2008.0,12.6,1.27,225.0,0.145,42099.594411193575
1168.0,16.0,7.0,9.0,2008.0,5.6,1.67,45.0,0.157,45695.36387804909
1169.0,17.0,7.0,9.0,2008.0,23.6,3.08,32.0,0.48,56847.1412547417
1170.0,18.0,7.0,9.0,2008.0,17.5,2.86,225.0,0.33,49962.261909637455
1171.0,19.0,7.0,9.0,2008.0,8.2,3.02,225.0,0.384,48830.82447952112
1172.0,20.0,7.0,9.0,2008.0,25.5,3.34,5.0,0.799,47434.66213937619
1173.0,21.0,7.0,9.0,2008.0,16.8,2.89,45.0,0.33,44015.97791304561
1174.0,22.0,7.0,9.0,2008.0,6.1,2.88,45.0,0.406,46159.4753107695
1175.0,23.0,7.0,9.0,2008.0,23.5,5.64,286.0,0.577,46446.53515400496
1176.0,0.0,1.0,9.0,2008.0,21.4,4.71,225.0,0.56,46719.966320489824
1177.0,1.0,1.0,9.0,2008.0,18.9,3.23,225.0,0.579,46440.81488794042
1178.0,2.0,1.0,9.0,2008.0,16.6,2.18,228.0,0.709,52715.99986255245
1179.0,3.0,1.0,9.0,2008.0,14.8,2.61,225.0,0.48,54072.64908943865
1180.0,4.0,1.0,9.0,2008.0,13.7,3.25,225.0,0.401,47264.27176404323
1181.0,5.0,1.0,9.0,2008.0,13.0,3.77,227.0,0.351,46521.998340095815
1182.0,6.0,1.0,9.0,2008.0,12.2,3.85,225.0,0.364,44306.911333663964
1183.0,7.0,1.0,9.0,2008.0,11.7,3.82,225.0,0.362,42946.58743335107
1184.0,8.0,1.0,9.0,2008.0,11.0,3.82,237.0,0.351,45107.180251450816
1185.0,9.0,1.0,9.0,2008.0,10.1,4.04,225.0,0.363,40886.77795642837
1186.0,10.0,1.0,9.0,2008.0,9.5,4.02,225.0,0.344,32492.4501417664
1187.0,11.0,1.0,9.0,2008.0,10.4,3.62,244.0,0.299,29036.13613301997
1188.0,12.0,1.0,9.0,2008.0,11.6,3.03,225.0,0.321,24348.95452019941
1189.0,13.0,1.0,9.0,2008.0,14.2,2.12,45.0,0.312,34467.796579859845
1190.0,14.0,1.0,9.0,2008.0,17.2,1.53,285.0,0.299,36482.54009785502
1191.0,15.0,1.0,9.0,2008.0,19.1,1.72,45.0,0.383,41254.6823763908
1192.0,16.0,1.0,9.0,2008.0,21.0,2.44,45.0,0.422,40270.52923536975
1193.0,17.0,1.0,9.0,2008.0,23.6,2.55,328.0,0.591,46456.651858233265
1194.0,18.0,1.0,9.0,2008.0,23.9,3.63,45.0,0.482,47080.713614688306
1195.0,19.0,1.0,9.0,2008.0,25.0,3.91,45.0,0.47,44232.77337144431
1196.0,20.0,1.0,9.0,2008.0,25.4,2.58,357.0,0.63,45343.82475772985
1197.0,21.0,1.0,9.0,2008.0,25.4,3.55,45.0,0.426,41871.23625877548
1198.0,22.0,1.0,9.0,2008.0,24.6,3.0,45.0,0.422,43981.970587807125
1199.0,23.0,1.0,9.0,2008.0,23.7,1.92,22.0,0.617,49216.85269181419
1200.0,0.0,2.0,9.0,2008.0,21.6,1.54,45.0,0.5,41894.065180727666
1201.0,1.0,2.0,9.0,2008.0,19.2,1.2,45.0,0.515,46353.960382891455
1202.0,2.0,2.0,9.0,2008.0,16.9,1.12,319.0,0.503,41720.973434166786
1203.0,3.0,2.0,9.0,2008.0,15.2,1.5,45.0,0.423,35405.02408116813
1204.0,4.0,2.0,9.0,2008.0,13.9,2.05,225.0,0.328,34126.54574794127
1205.0,5.0,2.0,9.0,2008.0,13.1,2.54,229.0,0.149,40446.496222657144
1206.0,6.0,2.0,9.0,2008.0,11.9,2.83,225.0,0.28,37634.94891691311
1207.0,7.0,2.0,9.0,2008.0,11.0,2.95,225.0,0.252,34940.03231758725
1208.0,8.0,2.0,9.0,2008.0,10.6,2.87,237.0,0.149,32941.21530356915
1209.0,9.0,2.0,9.0,2008.0,9.1,3.22,225.0,0.338,20744.810938029088
1210.0,10.0,2.0,9.0,2008.0,8.7,3.29,225.0,0.337,12318.386667636798
